pagnr,zpsex,zpage,w1_q88,w1_q107,w1_q115,w1_q116,w1_q4,w2_q4,w1_q5x1,w2_q2x1,w1_q6x1,w1_q7,w2_q3,w1_q8,w1_q12,w1_q43,w1_q44,w1_q48x1,w1_q48x2,w1_q48x3,w1_q48x4,w1_q48x5,w1_q48x6,w2_q15,w1_q49,w2_q14,w1_q50,w1_q51,w1_quiz,w2_quiz,w1_q21,w1_q22,w1_q26x1,w1_q26x2,w1_q26x3,w1_q26x4,w1_q26x5,w1_q26x6,w1_q26x7,w1_q26x8,w1_q26x9,w1_q26x10,w1_q26x11,w1_q26x12,w1_q68x1,w1_q76x2,w1_q64x1,w1_q64x2,w1_q64x3,w1_q83x1,w1_q83x6,w1_q83x2,w1_q83x7,w1_q83x3,w1_q83x8,w1_q83x4,w1_q83x9,w1_q83x5,w1_q83x10,w1_q66x1,w1_q66x2,w1_q66x3,w1_q66x4,w1_q68x1,w1_q68x2,w1_q68x3,w2_q33,w2_q34x1,w2_q34x2,w2_q34x3,w2_q34x4,w2_q34x5,w2_q34x6,w2_q34x7,w2_q34x8,w2_q35R1,w2_q35R2,w2_q35R3,w2_q35R4,w2_q35R5,w2_q35R6,w2_q35R7,w2_q35R8,w2_q35R9,w2_q35R10,w2_q35R11,w2_q35R12,w2_q35R13,w2_q35R14,w2_q35R15,w2_q35R88,w2_q35R99,w2_q36,w2_q37x1,w2_q37x2,w2_q37x3,w2_q37x4,w2_q37x5,w2_q37x6,w2_q37x7,w2_q37x8,w2_q38R1,w2_q38R2,w2_q38R3,w2_q38R4,w2_q38R5,w2_q38R6,w2_q38R7,w2_q38R8,w2_q38R9,w2_q38R10,w2_q38R88,w2_q38R99,w2_q39x1,w2_q39x2,w2_q39x3,w2_q39x4,w2_q39x5,w2_q41,w2_q42x1,w2_q42x2,w2_q42x3,w2_q42x4,w2_q43R1,w2_q43R2,w2_q43R3,w2_q43R4,w2_q43R5,w2_q43R6,w2_q43R7,w2_q43R8,w2_q43R9,w2_q43R10,w2_q43R11,w2_q43R12,w2_q43R13,w2_q43R14,w2_q43R15,w2_q43R16,w2_q43R17,w2_q43R88,w2_q43R99,w2_q44,w2_q45,w2_q46,w2_q47,w2_q48,w2_q49,a_immigration_index,strategy
4752,1,65,6,2,1,13,2,2,99999,12000,10000,12,2,12,4,,,5,7,0,0,4,0,2,10,4,,,3,5,3,2,3,4,2,3,2,4,1,,2,5,1,1,,5,4,4,2,3,3,2,4,5,3,2,4,3,2,3,3,4,4,,3,4,1,6,1,8,8,8,8,8,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,9,8,9,8,8,8,9,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,1
960,2,58,4,2,3,6,3,2,11000,11000,10000,1,1,2,4,,,7,4,0,0,6,2,3,6,4,6,,4,1,3,3,4,2,3,2,5,4,3,3,5,3,3,5,,5,4,3,1,2,5,3,5,4,2,3,5,2,5,3,3,4,4,,,3,2,3,8,9,2,8,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,8,8,3,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,3
2696,2,61,7,1,2,10,2,3,22000,10000,10000,3,3,3,5,3,3,4,4,6,0,2,3,3,6,4,3,,2,4,3,3,3,3,3,3,4,3,3,4,4,2,3,3,3,3,4,4,2,3,2,3,2,3,2,2,3,4,2,3,3,3,4,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,1
105,1,32,7,1,4,5,2,1,16000,10000,11000,2,2,12,5,3,3,1,10,10,0,0,10,3,10,4,2,,6,5,1,3,3,3,3,2,5,4,1,3,2,5,1,4,2,4,4,3,2,1,3,3,3,3,3,3,4,3,1,3,1,2,4,2,2,2,2,8,4,1,1,8,8,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,5,5,2,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,3.5,1
963,1,22,7,2,2,16,3,,10000,,13000,2,,1,,,,5,5,3,2,5,6,,3,,,,2,,1,5,2,2,3,2,4,4,4,4,4,3,4,4,3,4,4,3,2,3,4,3,4,4,2,2,4,4,2,2,2,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4
4559,1,74,14,2,2,16,1,1,11000,13000,20000,6,8,6,3,6,3,4,4,0,0,8,0,6,10,4,6,,6,5,1,6,4,2,3,1,5,4,3,1,2,2,3,4,1,4,3,4,5,2,4,2,3,4,2,4,4,5,2,1,2,2,3,1,3,2,4,9,9,9,9,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,8,1,8,8,1,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,2,2,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,2.5,1
237,2,50,7,2,2,8,4,2,10000,19000,11000,3,1,1,5,,,5,5,7,2,4,3,1,3,4,,3,3,5,1,5,5,2,2,3,5,5,3,5,4,2,4,5,3,5,5,3,2,3,4,4,4,4,2,3,4,4,2,3,3,3,4,3,4,3,1,7,7,8,8,8,8,8,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7,9,8,1,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1.5,3
3488,1,28,8,2,3,6,3,3,99999,12000,17000,1,,2,5,,,5,5,3,0,3,2,5,8,4,2,,5,5,3,5,2,2,3,4,5,5,3,5,3,2,4,4,3,3,5,4,1,4,3,3,5,4,2,3,5,5,1,3,3,3,3,3,4,3,1,4,8,4,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,5,4,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,2,4
3645,1,16,4,1,3,,3,3,13000,10000,22000,1,11,11,5,,,3,6,0,0,4,5,,5,1,2,,6,4,3,3,3,3,3,4,5,5,3,4,4,4,3,4,3,3,5,3,1,3,4,5,4,4,2,3,4,3,3,3,3,3,4,3,3,3,4,2,2,,,9,3,5,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,2,8,9,9,8,8,8,0,0,0,0,1,0,0,0,1,0,0,0,3,5,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2.5,1
395,1,61,7,1,2,13,3,1,13000,12000,12000,1,2,2,5,,,6,4,5,0,3,0,2,10,4,1,,6,4,3,3,4,3,3,4,5,5,3,5,5,3,3,4,,5,5,4,2,2,3,3,4,4,1,3,4,3,2,3,2,3,4,,,,2,2,9,9,9,8,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,1,1,8,8,8,7,8,0,0,0,1,0,0,0,0,0,0,0,0,5,4,1,4,5,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,,,,2.5,1
962,1,49,7,2,2,19,3,,11000,,11000,1,,2,8,,,6,7,4,0,3,2,,7,,,,3,,2,2,2,2,3,4,3,5,3,5,4,3,4,4,4,4,5,4,2,3,3,3,4,4,2,3,4,3,2,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
477,2,52,13,1,4,16,3,,13000,,10000,3,,3,8,3,1,0,0,10,0,0,0,,10,,3,,6,,2,0,5,1,2,5,3,5,3,5,5,2,2,1,1,5,1,5,5,3,3,5,5,5,2,2,5,5,2,2,4,4,4,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,2
701,1,73,7,1,2,,3,,10000,,17000,1,,3,5,,,5,5,8,0,2,0,,8,,3,,3,,2,0,4,3,3,4,5,5,3,5,4,2,4,5,,3,4,4,2,4,3,2,4,5,2,3,4,2,3,3,4,4,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,3
4374,1,37,7,1,2,13,2,3,,10000,,,1,,5,3,2,4,4,10,6,4,6,3,10,4,3,,2,4,2,2,3,2,3,2,5,4,1,5,3,3,1,1,3,3,4,2,1,4,2,4,4,5,1,2,4,2,2,2,2,2,2,3,3,2,3,3,3,3,3,8,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,7,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,1
884,1,65,7,1,3,1,3,,11000,,11000,12,,12,5,,,,,,,,,,5,,,,6,,2,8,1,1,2,3,3,2,1,,1,3,2,3,3,5,4,4,1,2,2,2,3,3,1,4,3,1,3,4,3,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,1
848,1,36,10,1,2,17,2,3,10000,12000,13000,2,2,2,5,,,5,6,4,3,4,8,2,2,4,,1,6,6,3,4,3,1,2,3,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,3,3,2,4,2,1,2,1,2,2,3,2,4,3,5,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4.5,1
4261,1,23,8,4,2,10,2,2,10000,21000,17000,2,2,2,6,2,3,4,9,7,3,2,5,2,2,4,,2,5,6,3,5,2,2,1,1,3,2,3,1,1,2,1,4,3,2,1,4,2,2,1,2,2,1,2,2,2,2,2,4,2,1,2,3,2,2,1,3,2,2,8,8,8,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,4,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,3.5,1
828,1,40,7,4,2,9,2,2,10000,10000,12000,1,1,1,5,,,5,4,6,4,2,6,1,5,4,9,,6,6,2,0,2,1,2,3,1,2,3,4,2,2,3,2,3,2,3,2,3,2,3,3,2,2,1,1,4,2,2,2,3,3,2,3,2,3,3,5,4,9,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,8,8,8,8,8,8,9,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,3.5,1
1792,2,73,7,3,2,7,2,2,17000,21000,11000,1,6,1,5,1,2,5,5,4,3,2,5,1,4,4,,1,6,6,1,10,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,3,1,1,4,3,2,2,2,2,2,1,1,2,2,1,2,2,1,3,3,2,5,2,1,3,3,9,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,1
393,1,62,13,1,1,13,2,1,10000,11000,22000,2,2,2,5,2,2,4,8,0,0,7,0,2,5,4,2,,6,6,3,5,2,1,2,3,2,3,1,4,1,2,2,2,3,5,2,5,2,2,2,1,2,2,1,2,2,1,2,2,3,3,3,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,1,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4,1
832,2,28,10,1,2,8,2,1,12000,10000,21000,2,1,1,2,,,3,0,2,1,3,2,2,1,4,,,5,5,1,2,5,2,1,2,1,1,2,3,1,2,2,2,3,1,3,2,4,2,1,3,2,2,1,1,4,1,2,2,2,2,1,3,1,2,2,5,3,4,8,1,9,8,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4,1
2299,1,34,10,1,2,11,1,2,10000,10000,10000,2,2,2,6,2,1,1,10,1,0,0,0,2,10,4,2,,6,6,2,7,2,1,1,1,2,2,2,1,1,4,1,1,2,2,3,3,2,2,1,1,1,1,1,3,2,2,1,1,3,2,2,2,3,3,2,3,2,3,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,8,6,8,8,8,1,8,0,0,0,0,0,0,0,0,0,1,0,0,5,3,5,5,5,4,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,2,2,2,5,2
318,2,33,10,1,2,11,4,3,22000,13000,10000,2,2,1,5,2,2,3,5,0,0,1,0,2,1,4,,2,2,4,1,7,4,2,2,4,4,1,3,5,4,3,1,2,2,5,3,2,3,2,1,2,2,2,2,2,2,2,1,1,3,3,4,2,3,3,3,2,1,2,1,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,3,5,5,5,4,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,2,4.5,4
352,1,64,10,1,3,12,2,,10000,,17000,1,,1,6,,,4,7,1,0,5,0,,4,,,2,5,,1,6,2,3,1,4,3,2,2,2,1,2,1,2,2,3,1,3,2,2,2,1,2,1,1,2,2,2,4,1,2,1,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,1
1814,1,34,10,3,2,9,2,4,10000,,21000,1,,1,6,1,2,10,0,0,0,5,7,,0,1,,1,6,4,1,7,1,1,1,2,1,1,2,1,3,1,4,3,1,1,3,2,2,2,3,1,2,2,2,2,1,2,2,2,3,2,2,1,3,2,2,3,6,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,8,8,8,8,7,8,8,1,0,0,0,0,0,0,0,0,0,0,0,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2.5,1
829,2,19,8,1,3,14,3,1,13000,10000,21000,2,1,1,5,,,7,5,5,0,9,5,1,6,4,6,,5,5,3,5,1,2,1,1,1,2,2,3,1,2,1,2,3,3,1,3,2,2,1,2,3,2,2,1,2,1,2,2,2,1,2,3,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,8,8,8,8,7,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,5
255,1,41,7,1,2,9,2,2,10000,10000,22000,3,1,2,7,3,2,4,6,7,0,5,0,1,3,4,,3,5,5,1,5,1,2,3,5,5,2,2,2,2,3,4,1,2,1,1,2,2,2,1,1,2,2,2,1,1,2,3,3,2,2,3,2,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,1
3614,2,22,7,4,2,8,2,2,12000,,13000,2,,2,6,,,3,3,5,6,2,7,2,6,4,12,,4,5,3,3,1,2,2,2,1,2,1,2,1,3,3,2,3,5,4,2,2,3,2,2,2,4,1,2,2,2,2,2,2,3,3,3,2,3,1,3,4,8,8,8,8,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,1
3638,1,15,4,1,2,13,2,2,10000,22000,12000,2,3,1,6,,,0,0,0,3,0,0,,0,2,,12,6,5,1,6,3,2,1,1,3,2,2,2,2,4,4,1,2,2,5,2,3,1,1,2,3,2,2,1,2,1,2,2,3,2,2,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,1
855,2,27,7,1,2,8,2,,13000,,13000,1,,2,5,,,7,7,0,0,6,4,,8,,1,,5,,3,5,2,2,2,1,4,3,2,1,2,3,2,1,3,2,1,2,2,1,2,2,2,3,2,2,2,2,1,2,2,2,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,1
1730,1,38,7,4,2,9,1,,10000,,21000,1,,1,4,1,2,7,3,0,0,5,3,,5,,1,,4,,1,6,3,2,1,1,1,2,2,1,2,3,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1
818,2,44,4,4,2,12,2,3,10000,99999,10000,2,3,2,6,,,5,8,8,4,7,5,,7,2,2,,4,3,3,5,2,5,3,2,3,2,1,1,1,1,2,3,1,1,4,3,3,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,7,2,8,8,8,8,8,8,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,7,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,1
3708,2,23,7,2,2,9,2,3,21000,10000,12000,2,1,6,5,,,7,3,0,4,7,1,1,6,4,1,,6,6,1,6,2,1,1,3,2,2,2,2,4,2,1,1,3,2,3,2,1,2,4,1,2,1,1,1,3,1,4,4,3,2,2,3,2,4,2,3,8,2,8,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,8,1,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,3,5,5,5,4,2,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,,,,5,1
3464,2,65,15,1,3,3,3,,10000,,13000,2,,1,6,,,8,8,5,3,5,0,,10,,2,,4,,1,2,3,3,2,3,5,5,3,4,3,4,3,4,,4,5,4,5,3,4,3,4,5,2,3,4,3,3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3
3465,2,60,4,2,2,,3,,17000,,10000,2,,1,5,,,5,5,5,1,4,2,,8,,12,,5,,3,5,3,3,3,4,5,5,3,4,3,3,4,4,,4,4,3,1,2,3,2,4,4,2,3,4,3,3,3,3,4,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
2327,1,15,4,1,,,3,3,11000,,20000,,,6,,2,3,2,9,0,,6,,2,0,4,,2,1,2,3,5,3,,3,2,3,2,3,5,2,,4,4,2,4,3,4,4,2,3,3,4,2,3,3,3,5,1,3,4,4,3,2,1,3,3,2,1,1,8,8,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,4,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,2,2,2,2,4
2967,1,51,7,2,1,12,2,1,20000,13000,10000,6,1,6,1,6,2,5,4,1,0,10,0,1,10,4,6,,6,5,1,6,1,1,4,1,1,1,1,1,1,1,2,1,2,2,2,3,1,1,1,3,1,2,1,2,1,1,2,2,3,2,2,2,3,3,2,3,3,8,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,8,8,8,8,7,2,8,0,0,0,0,1,0,0,0,0,0,0,0,5,4,1,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,1
4647,2,43,6,2,2,14,2,,10000,,19000,6,,6,1,6,2,3,5,2,0,10,0,,7,,6,,5,,3,6,3,2,1,1,1,1,1,1,2,1,2,1,3,2,2,2,1,2,1,1,2,2,1,1,1,1,2,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,1
1845,1,55,7,2,2,14,2,,10000,,12000,1,,6,6,1,2,8,0,0,1,0,0,,7,,1,,6,,1,4,1,2,2,1,2,1,2,1,1,2,3,2,2,1,1,2,2,1,2,2,1,2,1,2,4,1,2,2,1,2,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,1
827,1,21,8,4,2,8,3,2,10000,10000,12000,1,3,1,5,,,4,2,4,4,6,4,3,7,4,6,,5,6,1,3,2,2,2,1,1,3,2,2,1,2,2,1,1,1,4,2,2,1,2,2,2,2,3,1,2,2,2,2,3,2,2,1,1,2,2,4,3,7,8,9,8,8,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,5,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4.5,4
4432,2,52,13,2,4,14,3,2,13000,13000,10000,3,12,3,8,3,1,0,0,10,0,0,0,3,10,4,3,,6,5,2,0,5,1,2,5,5,5,2,5,5,5,1,1,1,5,1,5,5,3,3,5,5,5,2,2,5,5,2,2,4,4,4,1,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,1,2,5,2
819,2,44,7,4,2,8,2,2,10000,21000,,1,3,,4,,,3,3,0,1,1,3,3,3,4,,1,3,5,1,4,2,2,1,1,1,1,2,1,4,1,1,1,3,1,2,3,1,2,2,2,2,1,2,1,1,1,1,2,2,1,1,3,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5,1
885,1,64,7,1,2,8,3,,11000,,11000,1,,1,10,,,4,0,0,0,0,8,,7,,9,,5,,3,1,2,1,3,3,3,2,2,,3,4,3,3,,5,3,4,2,3,3,4,3,5,1,3,2,3,1,2,2,4,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
2692,2,71,6,1,3,10,3,4,12000,99999,14000,3,3,3,8,3,3,2,4,5,2,0,5,,3,1,,3,4,4,1,7,2,1,3,1,1,1,1,2,1,2,2,2,2,4,1,2,3,2,2,3,1,2,2,2,2,2,3,3,2,2,2,2,1,2,1,6,3,2,4,8,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,2,8,8,8,9,9,9,0,0,0,0,1,0,0,0,0,0,0,0,2,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,3
2930,2,16,4,3,,18,2,,10000,,10000,6,,6,1,6,2,2,5,3,3,7,7,,6,,6,,4,,2,0,1,1,2,3,1,4,5,2,3,1,2,2,2,2,2,1,2,2,3,1,2,3,2,2,2,2,1,2,2,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1
4317,2,27,8,2,2,10,2,,10000,,12000,2,,2,6,2,2,0,7,0,0,0,0,,8,,2,,4,,3,5,2,1,2,3,4,2,2,1,1,2,1,2,3,1,1,2,1,2,3,1,3,3,3,3,3,3,3,2,1,3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,1
2326,2,53,10,1,2,20,3,3,10000,13000,20000,2,2,6,10,2,1,2,10,0,0,2,0,2,10,4,2,,5,5,3,0,5,1,1,5,5,1,1,5,2,3,5,5,2,4,5,5,1,3,2,1,5,5,1,3,4,5,1,2,2,2,3,2,1,3,1,5,1,2,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2
2283,2,72,7,1,2,10,3,3,11000,,10000,2,,1,7,2,2,2,10,3,3,4,5,,3,3,,2,5,5,3,5,3,2,4,2,1,3,1,1,2,2,1,2,,2,1,2,2,1,2,3,2,2,2,2,2,2,4,2,2,3,3,,,3,2,3,5,3,3,2,4,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,6,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,2,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,3
1773,2,43,7,1,2,15,2,,10000,,13000,1,,1,,1,3,9,3,1,5,4,4,,8,,1,,4,,3,7,2,3,1,3,2,4,2,2,2,1,1,3,2,2,3,3,2,1,2,3,3,2,4,2,2,1,1,2,4,3,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1
1782,2,40,11,1,2,9,2,2,22000,12000,12000,1,2,1,1,1,2,10,2,4,5,7,0,2,5,4,1,,6,6,2,6,2,2,1,2,4,4,2,2,3,2,1,4,3,1,2,3,1,1,3,3,1,1,4,2,1,1,2,1,3,4,3,3,3,3,2,3,2,4,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,3.5,1
